"type","language","filename","graph","reordering","NES","NWES","time","bandwidth","profile","span","avgwavefront","RMSwavefront","reachtime","peaknodes"
statistics,"PNML","spec/PNML/database2UNFOLD.pnml","bipartite","f","0.1826","0.2249","0.000",,,,,,"0.010","260"
statistics,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","bipartite","vgps","0.349","0.507","0.000","15","625","765","9.098","9.701","0.040","760"
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","total","vacm",,,"0.000",,,,,,"162.770","1653281"
statistics,"PNML","spec/PNML/FMS-10.pnml","total","bk","0.193","0.232","0.000","14","852","1333","7.626","8.261","0.080","1805"
performance,"PNML","spec/PNML/IBM703.pnml","bipartite","vcm",,,"0.010",,,,,,"1.180","2786"
performance,"PNML","spec/PNML/rwmutex-r10w10.pnml","total","vcm",,,"0.000",,,,,,"0.120","12347"
performance,"PNML","spec/PNML/parking_4_32.pnml","none","none",,,0,,,,,,"4.570",
performance,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","bipartite","bs",,,"0.010",,,,,,"2.220","6490"
performance,"PNML","spec/PNML/distributeur-01-unfolded-02.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","219"
performance,"PNML","spec/PNML/Kanban-5.pnml","total","vcm",,,"0.000",,,,,,"0.110","3246"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","total","vcm",,,"0.000",,,,,,"0.370","1707"
performance,"PNML","spec/PNML/TokenRing-10-unfolded.pnml","total","bs",,,"0.270",,,,,,"2.370","3160"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0128DC0064.pnml","total","bcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0256.pnml","none","none",,,0,,,,,,"0.000",
statistics,"PNML","spec/PNML/circadian_clock-000001.pnml","bipartite","vcm","0.446","0.722","0.000","11","265","377","7.37","7.88","0.000","59"
performance,"PNML","spec/PNML/raft_04.pnml","bipartite","vacm",,,"0.000",,,,,,"2.320","45008"
performance,"PNML","spec/PNML/SwimmingPool-3.pnml","bipartite","bs",,,"0.000",,,,,,"26.440","252405"
performance,"PNML","spec/PNML/2-10_phaseVariation.pnml","bipartite","bs",,,"0.000",,,,,,"0.070","885"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC0512.pnml","total","vgps","0.51","0.82","0.000","11","454","687","8.705","9.124","0.000","9"
performance,"PNML","spec/PNML/soli0_square5.pnml","none","none",,,0,,,,,,"30.920",
performance,"PNML","spec/PNML/Philosophers-100.pnml","bipartite","bs",,,"0.010",,,,,,"0.490","3968"
performance,"PNML","spec/PNML/CircularTrain-096.pnml","total","vgps",,,"0.000",,,,,,"10.460","78952"
performance,"PNML","spec/PNML/simple_lbs-2.pnml","bipartite","vcm",,,"0.000",,,,,,"0.060","1303"
performance,"PNML","spec/PNML/UtahNoC.pnml","bipartite","vcm",,,"0.010",,,,,,"819.250","174164"
statistics,"PNML","spec/PNML/MAPK-40.pnml","bipartite","vcm","0.33","0.436","0.000","14","543","702","8.673","9.421","44.610","65829"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","total","vcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/QCertifProtocol_06-unfold.pnml","bipartite","vgps",,,"0.000",,,,,,"8.950","281358"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0016.pnml","total","bk",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","bipartite","vgps","0.131481","0.144868","0.700","481","1300120","1723928","233.75878","272.35186","76.300","13487"
statistics,"PNML","spec/PNML/Philosophers-200.pnml","bipartite","bs","0.008577","0.00866849","0.190","26","19654","24739","5.093","5.18112","1.730","7968"
statistics,"PNML","spec/PNML/Philosophers-10.pnml","bipartite","f","0.1432","0.1714","0.000",,,,,,"0.010","314"
performance,"PNML","spec/PNML/2-10_phaseVariation.pnml","none","none",,,0,,,,,,"0.130",
statistics,"PNML","spec/PNML/Philosophers-100.pnml","bipartite","f","0.021312","0.0225943","0.080",,,,,,"0.690","8223"
performance,"PNML","spec/PNML/2D8_gradient_40x40_10.pnml","bipartite","vcm",,,"1.010",,,,,,"610.080","105490"
performance,"PNML","spec/PNML/database2UNFOLD.pnml","total","bs",,,"0.000",,,,,,"0.010","170"
performance,"PNML","spec/PNML/parking_1_4.pnml","bipartite","bk",,,"0.000",,,,,,"0.700","25824"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC0512.pnml","bipartite","vcm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/CircularTrain-012.pnml","bipartite","vcm","0.354","0.492","0.000","8","256","360","6.194","6.483","0.000","284"
performance,"PNML","spec/PNML/IOTP_c1m1p1d1.pnml","total","bcm",,,"0.000",,,,,,"0.050","844"
performance,"PNML","spec/PNML/neoelection-2.unf.pnml","none","none",,,0,,,,,,"0.330",
statistics,"PNML","spec/PNML/HouseConstruction-020.pnml","bipartite","vacm","0.212","0.258","0.000","7","250","350","4.818","5.201","1155.820","4305840"
statistics,"PNML","spec/PNML/eratosthenes-200.pnml","bipartite","f","0.321148","0.47794","0.020",,,,,,"0.280","352"
performance,"PNML","spec/PNML/rwmutex-r10w20.pnml","bipartite","vcm",,,"0.000",,,,,,"0.340","25684"
statistics,"PNML","spec/PNML/RAS-R-10.pnml","bipartite","Noack2","0.15","0.171","0.000","52","2065","322","21.32","24.3","0.020","231"
statistics,"PNML","spec/PNML/IBM703.pnml","bipartite","vcm","0.055626","0.064601","0.010","541","11103","13864","15.6374","16.5085","1.360","2786"
performance,"PNML","spec/PNML/raft_03.pnml","total","vgps",,,"0.000",,,,,,"0.190","3086"
performance,"PNML","spec/PNML/Philosophers-100.pnml","bipartite","Noack1",,,"0.010",,,,,,"0.740","3373"
performance,"PNML","spec/PNML/CircularTrain-096.pnml","bipartite","bk",,,"0.000",,,,,,"10.660","70277"
performance,"PNML","spec/PNML/MAPK-20.pnml","bipartite","f",,,"0.000",,,,,,"1.090","8731"
statistics,"PNML","spec/PNML/simple_lbs-5.pnml","none","none","0.36883","0.35792",0,"204","37000","8641","48.251","51.236","3.730","10009"
performance,"PNML","spec/PNML/neoelection-2.unf.pnml","total","vacm",,,"0.090",,,,,,"0.270","2365"
performance,"PNML","spec/PNML/raft_04.pnml","total","vacm",,,"0.000",,,,,,"2.360","41832"
statistics,"PNML","spec/PNML/Peterson-2.pnml","bipartite","vacm","0.20806","0.28675","0.000","41","6688","10537","26.031","27.892","1.440","6048"
performance,"PNML","spec/PNML/BridgeAndVehicles-V04-P05-N02-unfolded.pnml","bipartite","bcm",,,"0.000",,,,,,"0.190","3009"
performance,"PNML","spec/PNML/RAS-C-3.pnml","total","bcm",,,"0.000",,,,,,"0.000","102"
statistics,"PNML","spec/PNML/closed_system4.pnml","bipartite","Noack2","0.10338","0.15357","0.010","428","96360","8385","122.088","138.487","10.280","63848"
performance,"PNML","spec/PNML/RAS-R-3.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","36"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT8192DC2048.pnml","total","bcm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/RAS-C-100.pnml","bipartite","vgps","0.0125667","0.0127004","0.040","8","6841","8777","5.021","5.04391","0.700","5458"
statistics,"PNML","spec/PNML/database2UNFOLD.pnml","total","vcm","0.2442","0.3421","0.000","41","3939","5763","21.741","24.223","0.010","315"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0016.pnml","total","bk","0.51","0.78","0.000","15","539","808","9.273","9.895","0.000","9"
statistics,"PNML","spec/PNML/UtahNoC.pnml","none","none","0.284312","0.434189",0,"1120","813374","189433","167.2657","176.9566","69.830","37191"
performance,"PNML","spec/PNML/eratosthenes-500.pnml","total","vacm",,,"3.910",,,,,,"2.310","903"
performance,"PNML","spec/PNML/rwmutex-r10w100.pnml","bipartite","f",,,"0.010",,,,,,"1.160","27960"
statistics,"PNML","spec/PNML/IBM319.pnml","total","bk","0.045321","0.045449","0.020","40","21239","35312","17.7659","19.5573","0.330","1339"
performance,"PNML","spec/PNML/FMS-5.pnml","total","bcm",,,"0.000",,,,,,"0.020","586"
statistics,"PNML","spec/PNML/QCertifProtocol_06-unfold.pnml","bipartite","vcm","0.26395","0.46024","0.010","280","29085","25465","54.2409","59.5111","69.010","1849954"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0128.pnml","total","bs","0.47","0.7","0.000","17","432","590","6.727","7.023","0.000","9"
statistics,"PNML","spec/PNML/neoelection-3.unf.pnml","bipartite","vcm","0.137144","0.0981254","0.170","1838","560359","678144","207.1796","280.0857","26.480","72471"
statistics,"PNML","spec/PNML/railroad-010-pt.pnml","bipartite","vcm","0.41754","0.48614","0.000","151","23021","32205","65.763","79.428","8.760","90033"
performance,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","Noack1",,,"0.120",,,,,,"129.830","59292"
statistics,"PNML","spec/PNML/eratosthenes-100.pnml","total","vgps","0.17546","0.18939","0.050","232","133264","203532","100.607","108.94","0.060","173"
performance,"PNML","spec/PNML/dekker-10.pnml","total","vgps",,,"0.010",,,,,,"1.160","19895"
performance,"PNML","spec/PNML/RAS-C-20.pnml","total","vacm",,,"0.010",,,,,,"0.110","1018"
statistics,"PNML","spec/PNML/neoelection-2.unf.pnml","total","vcm","0.124656","0.0774174","0.240","942","1245946","1651185","396.6981","476.1254","0.480","2265"
performance,"PNML","spec/PNML/RAS-R-3.pnml","bipartite","Noack1",,,"0.000",,,,,,"0.000","52"
performance,"PNML","spec/PNML/neoelection-2.unf.pnml","total","vcm",,,"0.030",,,,,,"0.470","2265"
statistics,"PNML","spec/PNML/eratosthenes-050.pnml","none","none","0.3997","0.5847",0,"154","14502","4649","28.987","31.383","0.010","83"
statistics,"PNML","spec/PNML/RAS-R-3.pnml","bipartite","bcm","0.42","0.61","0.000","6","109","135","3.95","4.1","0.000","47"
performance,"PNML","spec/PNML/Peterson-2.pnml","bipartite","bcm",,,"0.000",,,,,,"2.080","8170"
statistics,"PNML","spec/PNML/galloc_res-3.pnml","bipartite","vacm","0.631297","1.08659","3.680","3196","9687631","12926879","1343.3302","1610.0736","0.900","2968"
performance,"PNML","spec/PNML/soli0_square5.pnml","total","bcm",,,"0.000",,,,,,"21.240","98267"
performance,"PNML","spec/PNML/Peterson-3.pnml","bipartite","Noack2",,,"0.010",,,,,,"142.680","164575"
performance,"PNML","spec/PNML/lamport_fmea-4.pnml","total","vgps",,,"0.000",,,,,,"34.860","349215"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0008.pnml","bipartite","vcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/2-10_phaseVariation.pnml","bipartite","vgps",,,"0.000",,,,,,"0.120","1513"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V20-P10-N10-unfolded.pnml","bipartite","Noack2","0.44263","0.65954","0.010","615","213919","39729","61.8701","63.913","348.150","1765043"
performance,"PNML","spec/PNML/Vasy2003.pnml","bipartite","bs",,,"0.040",,,,,,"19.090","21482"
statistics,"PNML","spec/PNML/sg-2-1-2.pnml","bipartite","vacm","0.2053","0.2685","0.000","30","2606","4031","16.143","17.688","5.200","17393"
performance,"PNML","spec/PNML/neoelection-2.unf.pnml","bipartite","vgps",,,"0.010",,,,,,"0.350","1633"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT0512DC0128.pnml","bipartite","vcm","0.53","0.82","0.000","7","99","134","4.82","5.19","0.000","9"
performance,"PNML","spec/PNML/2D8_gradient_10x10_10.pnml","total","vgps",,,"0.040",,,,,,"3.220","6490"
performance,"PNML","spec/PNML/MAPK-20.pnml","bipartite","vgps",,,"0.000",,,,,,"0.820","8018"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/SwimmingPool-6.pnml","bipartite","vacm",,,"0.000",,,,,,"1014.520","487229"
performance,"PNML","spec/PNML/RAS-R-20.pnml","bipartite","vacm",,,"0.000",,,,,,"0.080","707"
performance,"PNML","spec/PNML/MAPK-8.pnml","total","vacm",,,"0.000",,,,,,"0.220","3547"
performance,"PNML","spec/PNML/BridgeAndVehicles-V20-P10-N50-unfolded.pnml","none","none",,,0,,,,,,"661.970",
performance,"PNML","spec/PNML/RAS-C-15.pnml","bipartite","vcm",,,"0.000",,,,,,"0.020","759"
performance,"PNML","spec/PNML/IBM703.pnml","total","bcm",,,"0.010",,,,,,"0.370","1579"
performance,"PNML","spec/PNML/RAS-R-10.pnml","bipartite","bcm",,,"0.000",,,,,,"0.020","242"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0256.pnml","bipartite","f","0.5","0.77","0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/cs_repetitions-3-unfolded.pnml","total","bcm",,,"0.010",,,,,,"344.640","877908"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0256DC0128.pnml","bipartite","vgps",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/lamport_fmea-3.pnml","bipartite","bcm",,,"0.000",,,,,,"3.300","21738"
performance,"PNML","spec/PNML/rwmutex-r10w100.pnml","total","vcm",,,"0.010",,,,,,"4.230","104867"
statistics,"PNML","spec/PNML/TokenRing-15-unfolded.pnml","bipartite","bk","0.132558","0.14768","0.420","1082","1632747","1812538","216.11854","252.32821","104.270","14203"
performance,"PNML","spec/PNML/RAS-C-20.pnml","bipartite","f",,,"0.000",,,,,,"0.040","1037"
performance,"PNML","spec/PNML/sg-2-1-2.pnml","total","vacm",,,"0.010",,,,,,"3.410","9689"
performance,"PNML","spec/PNML/parking_8_32.pnml","none","none",,,0,,,,,,"10.110",
performance,"PNML","spec/PNML/simple_lbs-10.pnml","bipartite","Noack2",,,"0.040",,,,,,"1104.550","821380"
performance,"PNML","spec/PNML/RAS-C-50.pnml","bipartite","vgps",,,"0.000",,,,,,"0.210","2678"
performance,"PNML","spec/PNML/raft_02.pnml","bipartite","vacm",,,"0.000",,,,,,"0.010","360"
statistics,"PNML","spec/PNML/closed_system2.pnml","total","bcm","0.12483","0.13256","0.040","231","126931","186836","71.45069","90.9565","4.260","17110"
statistics,"PNML","spec/PNML/sg-2-1-2.pnml","bipartite","bcm","0.1961","0.2383","0.000","30","2464","3890","13.836","15.419","13.380","67483"
performance,"PNML","spec/PNML/eratosthenes-500.pnml","total","vcm",,,"0.110",,,,,,"3.060","903"
performance,"PNML","spec/PNML/closed_system1.pnml","bipartite","vcm",,,"0.010",,,,,,"1.830","13961"
statistics,"PNML","spec/PNML/HouseConstruction-020.pnml","bipartite","bcm","0.212","0.265","0.000","7","250","350","4.455","4.838","1669.570","4282565"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0032.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/FMS-5.pnml","bipartite","f",,,"0.000",,,,,,"0.020","446"
statistics,"PNML","spec/PNML/shared_memory-pt-10.pnml","bipartite","Noack2","0.43384","0.65178","0.000","331","71994","25160","85.3548","94.0809","4.430","45638"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT2048DC1024.pnml","total","bs",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/Kanban-5.pnml","total","vacm","0.273","0.327","0.000","16","787","1204","9.639","10.15","0.140","7692"
statistics,"PNML","spec/PNML/RAS-C-20.pnml","total","bcm","0.06479","0.06834","0.010","26","9050","13607","10.3375","10.5224","0.040","1018"
performance,"PNML","spec/PNML/RAS-C-5.pnml","total","vcm",,,"0.000",,,,,,"0.000","219"
statistics,"PNML","spec/PNML/SwimmingPool-4.pnml","total","vgps","0.51","0.77","0.000","11","313","476","7.083","7.522","517.250","1163404"
statistics,"PNML","spec/PNML/Philosophers-1000.pnml","bipartite","bk","0.00155908","0.0015615418","2.600","11","108927","165845","8.4929","8.6487398","28.020","32981"
performance,"PNML","spec/PNML/rwmutex-r10w1000.pnml","none","none",,,0,,,,,,"1598.400",
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","bipartite","bk",,,"0.000",,,,,,"0.170","1551"
statistics,"PNML","spec/PNML/IBM5964.pnml","bipartite","f","0.08376","0.09644","0.030",,,,,,"0.190","2135"
performance,"PNML","spec/PNML/SwimmingPool-1.pnml","total","bcm",,,"0.000",,,,,,"0.620","18569"
statistics,"PNML","spec/PNML/FMS-10.pnml","bipartite","Noack1","0.22","0.314","0.000","39","1034","224","13.43","14.9","0.660","25589"
statistics,"PNML","spec/PNML/eratosthenes-020.pnml","total","vcm","0.255","0.302","0.000","40","2256","3115","19.47","21.84","0.000","30"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","bipartite","Noack2",,,"0.000",,,,,,"0.400","2215"
performance,"PNML","spec/PNML/2D8_gradient_30x30_10.pnml","bipartite","vcm",,,"0.320",,,,,,"203.650","59290"
statistics,"PNML","spec/PNML/SwimmingPool-5.pnml","bipartite","vcm","0.49","0.75","0.000","5","77","92","4","4.24","386.120","287484"
statistics,"PNML","spec/PNML/CircularTrain-096.pnml","bipartite","Noack1","0.046332","0.067335","0.000","274","45145","7148","107.59","122.25","6.080","22598"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT1024DC0512.pnml","bipartite","vacm",,,"0.000",,,,,,"0.000","9"
statistics,"PNML","spec/PNML/HouseConstruction-010.pnml","bipartite","bcm","0.212","0.265","0.000","7","250","350","4.455","4.838","5.570","155738"
performance,"PNML","spec/PNML/2D8_gradient_5x5_10.pnml","bipartite","vgps",,,"0.000",,,,,,"0.280","1540"
performance,"PNML","spec/PNML/SwimmingPool-4.pnml","bipartite","bk",,,"0.000",,,,,,"135.220","151489"
statistics,"PNML","spec/PNML/Kanban-10.pnml","total","bcm","0.305","0.454","0.000","21","946","1341","9.014","10.15","2.670","20306"
performance,"PNML","spec/PNML/raft_02.pnml","total","bs",,,"0.000",,,,,,"0.020","385"
performance,"PNML","spec/PNML/MAPK-20.pnml","bipartite","vcm",,,"0.000",,,,,,"2.410","10259"
performance,"PNML","spec/PNML/IBMB2S565S3960.pnml","bipartite","bcm",,,"0.000",,,,,,"704.300","614364"
statistics,"PNML","spec/PNML/closed_system1.pnml","total","vcm","0.12837","0.16096","0.040","175","103489","155130","79.41263","87.59653","1.380","7288"
statistics,"PNML","spec/PNML/SmallOperatingSystem-MT4096DC2048.pnml","bipartite","bk","0.51","0.78","0.000","6","94","125","4.35","4.61","0.010","9"
performance,"PNML","spec/PNML/neoelection-2.unf.pnml","bipartite","vacm",,,"0.030",,,,,,"0.210","2483"
statistics,"PNML","spec/PNML/rwmutex-r10w50.pnml","bipartite","bcm","0.52179","0.70612","0.000","159","28067","25683","50.592","60.201","1.820","53467"
statistics,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","vgps","0.3118","0.4353","0.000","82","8621","9509","23.214","26.091","0.070","466"
statistics,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","total","bs","0.362","0.524","0.000","96","3949","4922","14.647","15.415","0.040","811"
statistics,"PNML","spec/PNML/RAS-R-20.pnml","total","bk","0.07768","0.08254","0.010","16","3319","5464","8.69565","8.89623","0.090","774"
performance,"PNML","spec/PNML/Philosophers-50.pnml","bipartite","Noack1",,,"0.010",,,,,,"0.150","1673"
performance,"PNML","spec/PNML/IBMB2S565S3960.pnml","bipartite","bs",,,"0.000",,,,,,"127.040","809769"
performance,"PNML","spec/PNML/IOTP_c1m1p1d1.pnml","bipartite","bk",,,"0.000",,,,,,"0.060","858"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0032DC0016.pnml","bipartite","vcm",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/parking_2_8.pnml","bipartite","Noack2",,,"0.010",,,,,,"0.700","6079"
performance,"PNML","spec/PNML/RAS-C-10.pnml","bipartite","bs",,,"0.000",,,,,,"0.010","490"
statistics,"PNML","spec/PNML/cs_repetitions-2-unfolded.pnml","none","none","0.551","0.881",0,"48","1725","728","16.16","17.68","0.150","3057"
performance,"PNML","spec/PNML/raft_09.pnml","none","none",,,0,,,,,,"93.190",
statistics,"PNML","spec/PNML/erk-000001.pnml","total","bcm","0.405","0.556","0.000","13","572","880","7.929","8.309","0.000","34"
performance,"PNML","spec/PNML/RAS-C-10.pnml","bipartite","f",,,"0.000",,,,,,"0.020","487"
performance,"PNML","spec/PNML/2-10_phaseVariation.pnml","total","bs",,,"0.010",,,,,,"0.310","3723"
statistics,"PNML","spec/PNML/raft_05.pnml","bipartite","f","0.21561","0.2845","0.010",,,,,,"8.630","19486"
statistics,"PNML","spec/PNML/SwimmingPool-3.pnml","bipartite","f","0.52","0.83","0.000",,,,,,"459.210","705649"
statistics,"PNML","spec/PNML/BridgeAndVehicles-V04-P05-N02-unfolded.pnml","bipartite","bk","0.4368","0.6184","0.000","31","1813","2619","16.65","18.4","0.150","2621"
performance,"PNML","spec/PNML/TokenRing-5-unfolded.pnml","bipartite","f",,,"0.010",,,,,,"0.060","442"
performance,"PNML","spec/PNML/SmallOperatingSystem-MT0064DC0016.pnml","total","vgps",,,"0.000",,,,,,"0.000","9"
performance,"PNML","spec/PNML/Kanban-20.pnml","bipartite","bs",,,"0.000",,,,,,"27.020","146294"
performance,"PNML","spec/PNML/eratosthenes-050.pnml","bipartite","bcm",,,"0.000",,,,,,"0.010","83"
performance,"PNML","spec/PNML/IOTP_c3m3p3d3.pnml","bipartite","vcm",,,"0.000",,,,,,"1.320","13225"
